,CityId,Latitude,Longitude,PopLog,CityName
452,22142,46.7015468,17.407499100000006,2.817565,Balatonmariafurdo
453,22342,46.2244052,18.4645171,3.178689,Mecseknadasd
454,22542,47.5735196,19.5366483,3.320562,Vacszentlaszlo
455,22543,47.7645074,21.7782735,3.213252,Gesztered
456,22742,46.9590236,20.2062362,3.636187,Cibakhaza
457,22743,47.7331432,17.827923100000003,3.496238,Gonyu
458,22744,46.4663938,18.8252567,3.635182,Fadd
459,22745,46.3297803,19.9719943,3.550473,Zsombo
460,22746,47.8002213,18.9090008,3.069298,Zebegeny
461,22747,47.9339466,20.8165452,3.689753,Emod
462,22946,47.9258885,19.1735916,2.8208580000000003,Bank
463,22947,47.1757484,20.3006435,3.572174,Szajol
464,22948,47.7156887,21.6746328,3.821972,Teglas
465,22949,47.73549420000001,17.3906258,3.49955,Lebeny
466,22950,46.1953947,18.1961806,3.03543,Magyarszek
467,22951,47.1328461,17.752335600000006,3.5236160000000005,Herend
468,22952,48.03878579999999,19.9814173,3.226858,Matranovak
469,23151,47.5475792,18.3318516,3.649432,Kornye
