CityId,CityName,Latitude,Longitude,PopLog
20945,Zalakaros,46.5607855,17.1221529,3.266232
20946,Korostarcsa,46.8768155,21.0233046,3.393926
20947,Jaszszentandras,47.5836296,20.172738100000004,3.3864989999999997
20948,Nyaregyhaza,47.2627494,19.502638600000004,3.5859120000000004
20949,Pakozd,47.2169395,18.542766600000004,3.505014
21342,Toszeg,47.1005785,20.1474605,3.6414739999999997
21343,Per,47.6120536,17.796963100000003,3.367915
21344,Petofibanya,47.7661279,19.7019335,3.439964
21345,Szalkszentmarton,46.9755241,19.0132851,3.4513260000000003
21346,Gyermely,47.5910684,18.6439003,3.161368
21542,Nograd,47.98736160000001,19.5472495,3.155336
21543,Algyo,46.335276,20.2084058,3.720242
21544,Egervar,46.9355693,16.8536837,3.002598
21742,Berekfurdo,47.3863531,20.837934,3.004321
21743,Janoshida,47.3839188,20.0565734,3.3845330000000002
21744,Ebes,47.4712353,21.4914725,3.642465
21942,Abasar,47.7947098,20.00018,3.397593
22142,Balatonmariafurdo,46.7015468,17.407499100000006,2.817565
22342,Mecseknadasd,46.2244052,18.4645171,3.178689
22542,Vacszentlaszlo,47.5735196,19.5366483,3.3205620000000002
22543,Gesztered,47.7645074,21.7782735,3.213252
22742,Cibakhaza,46.9590236,20.2062362,3.636187
22743,Gonyu,47.7331432,17.827923100000003,3.496238
22744,Fadd,46.4663938,18.8252567,3.635182
22745,Zsombo,46.3297803,19.9719943,3.550473
22746,Zebegeny,47.8002213,18.9090008,3.069298
22747,Emod,47.9339466,20.8165452,3.689753
22946,Bank,47.9258885,19.1735916,2.8208580000000003
22947,Szajol,47.1757484,20.3006435,3.572174
22948,Teglas,47.7156887,21.6746328,3.821972
22949,Lebeny,47.73549420000001,17.3906258,3.49955
22950,Magyarszek,46.1953947,18.1961806,3.03543
22951,Herend,47.1328461,17.752335600000006,3.5236160000000005
22952,Matranovak,48.03878579999999,19.9814173,3.226858
23151,Kornye,47.5475792,18.3318516,3.649432
23351,Csepreg,47.401594,16.7078418,3.5294300000000005
23352,Many,47.5299128,18.656228600000002,3.380754
23353,Elek,46.5294265,21.2526107,3.682687
23354,Asotthalom,46.1951162,19.7804054,3.600537
23355,Dunapataj,46.6442755,18.9990105,3.500922
23356,Hajdusamson,47.5989514,21.7537139,4.117437000000001
23357,Nemesnadudvar,46.3392074,19.0521601,3.2557549999999997
23551,Kunmadaras,47.4284725,20.795297100000006,3.7238660000000006
23552,Jaszfelsoszentgyorgy,47.50861550000001,19.7926903,3.295347
23554,Magocs,46.349833,18.2285903,3.3780339999999995
23751,Kapolcs,46.9559035,17.6089272,2.597695
23752,Vamospercs,47.52672929999999,21.8987164,3.7212330000000002
23753,Pusztazamor,47.4024957,18.7855309,3.083144
23754,Acs,47.7104229,18.015613300000002,3.842921
23951,Kemence,48.0171336,18.891553,2.993436
23952,Egerag,45.981479,18.3048844,2.986772
24151,Mogyorosbanya,47.727491,18.6024067,2.9523080000000004
24551,Berhida,47.11311060000001,18.1328211,3.775756
24552,Domaszek,46.2460831,19.9992805,3.696706
24553,Baracs,46.9139521,18.8665281,3.542078
24554,Tiszaszentimre,47.4913975,20.7233655,3.319314
24751,Apostag,46.8832449,18.9673417,3.289589
24752,Zomba,46.4117861,18.5639262765116,3.311118
